profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
8944,Agricultural Burning - Rice Straw - Thailand,PCBs included in this profile may not be applicable in other areas.  User discretion is advised.  14 trace amount of SVOCs are excluded from the profile because they are only listed in acronyms.  No full chemical names can be found.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,agricultural burning; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,agricultural burning,keep_as_reference_or_later
91000,Draft Agricultural Burning - Composite,"Replaced by Profile 91103.  Median of Profiles 3243, 3258, 3448, 3453, 4390, median(4391, 4392), 423222.5, 423232.5, and 423242.5.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,agricultural burning; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft agricultural burning,keep_as_reference_or_later
91026,Draft Prescribed Burning - Composite,"Replaced by Profile 91109.  Median of Profiles 423212.5, 4463, 4464, 4465, 4466, 4467, and 4468.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft prescribed burning,drop_from_v0
91029,Draft Residential Wood Combustion: Eucalyptus - Composite,Median of Profiles 4388 and 4643,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: eucalyptus,keep_for_v0_source_set
91030,Draft Residential Wood Combustion: Hard - Composite,"Median of Profiles 3931, 421032.5, 422022.5, 422042.5, 4384, and 4644",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hard,keep_for_v0_source_set
91031,Draft Residential Wood Combustion: HardSoft - Composite,"Median of Profiles 3931, 421032.5, 422022.5, 422042.5, 4384, 4644, 3770, 3920, 421012.5, 422032.5, 4387, and 4645",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hardsoft,keep_for_v0_source_set
91032,Draft Residential Wood Combustion: HardSoftN/A - Composite,"Median of Profiles 3931, 421032.5, 422022.5, 422042.5, 4384, 4644, 3235, 3248, 3273, 3278, 423032.5, 423192.5, 423312.5, 3770, 3920, 421012.5, 422032.5, 4387, and 4645",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hardsoftn/a,keep_for_v0_source_set
91033,Draft Residential Wood Combustion: Soft - Composite,"Median of Profiles 3770, 3920, 421012.5, 422032.5, 4387, and 4645",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: soft,keep_for_v0_source_set
91039,Draft Slash Burning - Composite,"Replaced by Profile 91146.  Median of Profiles 423052.5, 423062.5, 423072.5, 423082.5, 423092.5, 423102.5, 423112.5, 423122.5, 423132.5, 423142.5, 423152.5, and 423162.5.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft slash burning,keep_as_reference_or_later
91045,Draft Wildfires - Composite,Replaced by Profile 91102.  Median of Profiles 3766 and 4366.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wildfire; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft wildfires,keep_as_reference_or_later
91046,Draft Wood Product Drying - Composite,Replaced by Profile 91128.  Median of Profiles 221012.5 and 223012.5.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft wood product drying,drop_from_v0
91047,Draft Wood Product Sawing - Composite,Replaced by Profile 91131.  Median of Profiles 222022.5 and 4709,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft wood product sawing,drop_from_v0
91102,Wildfires - Composite,"Median of Profiles 3766, 4366",profile name; profile notes; category level 1; category level 2; category level 3; keywords,wildfire; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,wildfires,keep_as_reference_or_later
91103,Agricultural Burning - Composite,"Median of Profiles 3243, 3258, 3448, 3453, 423222.5, 423232.5, 423242.5, 4390, 1 subcomposite (4391, 4392)",profile name; profile notes; category level 1; category level 2; category level 3; keywords,agricultural burning; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,agricultural burning,keep_as_reference_or_later
91105,Residential Wood Combustion - Composite,"Median of Profiles 3770, 3920, 421032.5, 422022.5, 422042.5, 4384, 4644, 3931, 421012.5, 422032.5, 4387, 4645",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
91109,Prescribed Burning - Composite,"Median of Profiles 423212.5, 4463, 4464, 4465, 4466, 4467, 4468",profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,prescribed burning,drop_from_v0
91114,Wood Fired Boiler - Composite,Based on 4704,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),B_reference_later,weak/false positive,wood fired boiler,keep_as_reference_or_later
91128,Wood Products - Drying - Composite,Based on 221012.5,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
91131,Wood Products-Sawing - Composite,"Median of Profiles 222022.5, 4709",profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
91146,Slash Burning - Composite,"NO3- value was copied from the Wildfires composite profile, other species were composited from twelve profiles in the Slash Burning category (profiles 423052.5, 423062.5, 423072.5, 423082.5, 423092.5, 423102.5, 423112.5, 423122.5, 423132.5, 423142.5, 423152.5, 423162.5)",profile name; profile notes; category level 1; category level 2; category level 3; keywords,wildfire; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,slash burning,keep_as_reference_or_later
91152,Wood Products - Sanding - Composite,Based on 222012.5; Volatile Carbon (VC) in this profile was treated as a synonym for OC,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
92000,Draft Agricultural Burning - Simplified,Replaced by 92103.  Simplified based on Composite Profile #91000,profile name; profile notes; category level 1; category level 2; category level 3; keywords,agricultural burning; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft agricultural burning,keep_as_reference_or_later
92059,Draft Prescribed Burning - Simplified,Replaced by 92109.  Simplified based on Composite Profile #91026,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft prescribed burning,drop_from_v0
92064,Draft Residential Wood Combustion: Almond - Simplified,Replaced by 92105.  Simplified based on Individual Profile #4386,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: almond,keep_for_v0_source_set
92065,Draft Residential Wood Combustion: Cedar - Simplified,Simplified based on Individual Profile #4393,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: cedar,keep_for_v0_source_set
92066,Draft Residential Wood Combustion: Eucalyptus - Simplified,Simplified based on Composite Profile #91029,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: eucalyptus,keep_for_v0_source_set
92067,Draft Residential Wood Combustion: Hard - Simplified,Simplified based on Composite Profile #91030,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hard,keep_for_v0_source_set
92068,Draft Residential Wood Combustion: HardSoft - Simplified,Simplified based on Composite Profile #91031,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hardsoft,keep_for_v0_source_set
92069,Draft Residential Wood Combustion: HardSoftN/A - Simplified,Simplified based on Composite Profile #91032,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: hardsoftn/a,keep_for_v0_source_set
92070,Draft Residential Wood Combustion: Soft - Simplified,Simplified based on Composite Profile #91033,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: soft,keep_for_v0_source_set
92071,Draft Residential Wood Combustion: Synthetic - Simplified,Simplified based on Individual Profile #422052.5,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,draft residential wood combustion: synthetic,keep_for_v0_source_set
92080,Draft Slash Burning - Simplified,Replaced by 92146.  Simplified based on Composite Profile #91039,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft slash burning,keep_as_reference_or_later
92090,Draft Wildfires - Simplified,Replaced by 92102.  Simplified based on Composite Profile #91045,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wildfire; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,draft wildfires,keep_as_reference_or_later
92091,Draft Wood Fired Boiler - Simplified,Replaced by 92114.  Simplified based on Individual Profile #4704,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),B_reference_later,weak/false positive,draft wood fired boiler,keep_as_reference_or_later
92092,Draft Wood Product Drying - Simplified,Replaced by 92128.  Simplified based on Composite Profile #91046,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft wood product drying,drop_from_v0
92093,Draft Wood Product Sanding - Simplified,Replaced by 92152.  Simplified based on Individual Profile #222012.5,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft wood product sanding,drop_from_v0
92094,Draft Wood Product Sawing - Simplified,Replaced by 92131.  Simplified based on Composite Profile #91047,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,draft wood product sawing,drop_from_v0
92102,Wildfires - Simplified,Simplified based on Profile # 91102,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wildfire; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,wildfires,keep_as_reference_or_later
92103,Agricultural Burning - Simplified,Simplified based on Profile # 91103,profile name; profile notes; category level 1; category level 2; category level 3; keywords,agricultural burning; biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,agricultural burning,keep_as_reference_or_later
92105,Residential Wood Combustion - Simplified,Simplified based on Profile # 91105,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood; fireplace; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
92109,Prescribed Burning - Simplified,Simplified based on Profile # 91109,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,prescribed burning,drop_from_v0
92114,Wood Fired Boiler - Simplified,Simplified based on Profile # 91114,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),B_reference_later,weak/false positive,wood fired boiler,keep_as_reference_or_later
92128,Wood Products - Drying - Simplified,Simplified based on Profile # 91128,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
92131,Wood Products - Sawing - Simplified,Simplified based on Profile # 91131,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
92146,Slash Burning - Simplified,Simplified based on Profile # 91146,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,slash burning,keep_as_reference_or_later
92152,Wood Products - Sanding - Simplified,Simplified based on Profile # 91152,profile name; profile notes; category level 1; category level 2; category level 3; keywords,wood,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,wood products,drop_from_v0
95012,Barley Stubble Field Burning,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,barley stubble field burning,keep_as_reference_or_later
95129,Residential Wood Combustion - Pellet Stove,"Profile excludes aldehydes. A modern Scandinavian stove with air staged combustion, fueled with mixture of pine and spruce pellets, in high load mode.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; pellet; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95130,Residential Wood Combustion - Pellet Stove,"Profile excludes aldehydes. A modern Scandinavian stove with air staged combustion, fueled with mixture of pine and spruce pellets, in low load mode.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; pellet; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95131,Residential Wood Combustion - Pellet Stove,Profile excludes aldehydes. A classic North American exempt stove fueled with mixture of pine and spruce pellets in high load mode. Exempt means that the air:fuel ratio is above 35:1 stove.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; pellet; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95132,Residential Wood Combustion - Pellet Stove,Profile excludes aldehydes. A classic North American exempt stove fueled with mixture of pine and spruce pellets in low load mode. Exempt means that the air:fuel ratio is above 35:1 stove.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; pellet; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95133,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with birch, spruce, and pine.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95134,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with birch, spruce, and pine.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95135,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with birch.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95136,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with birch.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95137,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with spruce.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95138,Residential Wood Combustion - Wood Stove,"Profile excludes aldehydes. A typical natural-draft wood stove with a nominal heat output of 9 kW was used and fired under different conditions simulating the potential variations for wood stoves in practical use.  The stove is a commonly installed stove in Sweden, which very well represents the Scandinavian market.  The stove was fueled with pine.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95147,Biomass Burning - ponderosa pine wood,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wood; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95148,Biomass Burning - ponderosa pine needles,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95149,Biomass Burning - white pine needles,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95150,Biomass Burning - sagebrush,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95151,Biomass Burning - excelsior,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95152,Biomass Burning - Dambo grass,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95153,Biomass Burning - Montana grass,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95154,Biomass Burning - tundra core,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass; wildfire,wood/biomass,high,explicit source match in category field(s),B_reference_later,wildfire/agri biomass proxy,biomass burning,keep_as_reference_or_later
95156,Residential Wood Combustion - Wood Stove - Maple,"Advanced combustion, non-catalytic stoves use reduction designs such as baffles and secondary combustion chambers to achieve emission reductions.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95157,Residential Wood Combustion - Wood Stove - Spruce,"Advanced combustion, non-catalytic stoves use reduction designs such as baffles and secondary combustion chambers to achieve emission reductions.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95158,Residential Wood Combustion - Wood Stove - Maple,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95159,Residential Wood Combustion - Wood Stove - Spruce,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood combustion,keep_for_v0_source_set
95160,Prescribed Burning - Flaming Stage,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,prescribed burning,drop_from_v0
95161,Prescribed Burning - Smoldering Stage,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,prescribed burning,drop_from_v0
95162,Prescribed Burning,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,biomass,wood/biomass,high,explicit source match in category field(s),C_drop,weak/false positive,prescribed burning,drop_from_v0
95182,Residential Wood Stove Combustion - White Oak,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95183,Residential Wood Stove Combustion - White Oak,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95184,Residential Wood Stove Combustion - Red Maple,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95185,Residential Wood Stove Combustion - Sugar Maple,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95186,Residential Wood Stove Combustion - Douglas Fir,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95187,Residential Wood Stove Combustion - Douglas Fir,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95188,Residential Wood Stove Combustion - Loblolly Pine,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,residential wood; wood stove; wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,residential wood stove combustion,keep_for_v0_source_set
95189,Fireplace Wood Combustion - White Oak,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95190,Fireplace Wood Combustion - Sugar Maple,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95191,Fireplace Wood Combustion - Black Oak,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95192,Fireplace Wood Combustion - American Beech,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95193,Fireplace Wood Combustion - Black Cherry,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
95194,Fireplace Wood Combustion - Quaking Aspen,"Total speciated % is the sum of EC, OC, and inorganics.  The total organic compound mass was estimated by multiplying the organic carbon content by a factor of 1.4 to account for the additional mass of primarily hydrogen and oxygen present in the molecules.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,fireplace; wood; residential wood; biomass,wood/biomass,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust,fireplace wood combustion,keep_for_v0_source_set
